Accession,Length,Host
NC_022103,28035,Myotis lucifugus
NC_022104,5403,Sus scrofa
NC_022085,76483,Mycolicibacterium smegmatis MC2 155
NC_022086,50690,Mycolicibacterium smegmatis MC2 155
NC_022087,53253,Mycolicibacterium smegmatis MC2 155
NC_022088,163019,Bacillus
NC_022089,3780,Homo sapiens
NC_022090,134643,Staphylococcus aureus
NC_022091,42874,Pseudomonas aeruginosa PAO1
NC_022094,14319,Bacillus anthracis
NC_022095,7228,Homo sapiens
NC_022096,258139,Pseudomonas aeruginosa PAO1
NC_022052,76050,Mycobacterium
NC_022053,70657,Mycolicibacterium smegmatis MC2 155
NC_022054,48228,Mycobacterium
NC_022055,59179,Mycolicibacterium smegmatis MC2 155
NC_022056,57155,Mycobacterium
NC_022057,72108,Mycolicibacterium smegmatis MC2 155
NC_022058,52519,Mycolicibacterium smegmatis MC2 155
NC_022059,77367,Mycolicibacterium smegmatis MC2 155
NC_022060,54314,Mycolicibacterium smegmatis MC2 155
NC_022061,70838,Mycobacterium
NC_022062,52102,Mycobacterium
NC_022063,70115,Mycolicibacterium smegmatis MC2 155
NC_022065,74533,Mycolicibacterium smegmatis MC2 155
NC_022066,108297,Mycolicibacterium smegmatis MC2 155
NC_022067,109960,Mycolicibacterium smegmatis MC2 155
NC_022068,58043,Mycolicibacterium smegmatis MC2 155
NC_022069,55213,Mycolicibacterium smegmatis MC2 155
NC_022070,53588,Mycolicibacterium smegmatis MC2 155
NC_022071,76129,Mycobacterium
NC_022072,18643,Rubus
NC_022073,2825,Hemidesmus indicus
NC_022003,2566,Phaseolus vulgaris
NC_022004,6068,Vicia faba
NC_022005,2597,Phaseolus vulgaris
NC_022006,3532,Vicia faba
NC_022007,2624,Capraria biflora
NC_022008,2584,Capraria biflora
NC_022037,1672,Culex
NC_022038,4659,Culex
NC_022039,6911,Culex
NC_022002,3206,Vitis vinifera
NC_021923,140633,Hemileuca
NC_021926,3919,Cajanus cajan
NC_021929,673,Malvastrum coromandelianum
NC_021930,7267,Rangifer tarandus
NC_021924,129052,Choristoneura rosaceana
NC_021783,59254,Salmonella enterica
NC_021784,38099,Thermus
NC_021785,65132,Listeria
NC_021786,9499,Habenaria radiata
NC_021787,64756,Listeria
NC_021788,145865,Cellulophaga baltica
NC_021789,75994,Cellulophaga baltica
NC_021790,39189,Cellulophaga baltica
NC_021791,39148,Cellulophaga baltica
NC_021792,72961,Cellulophaga baltica
NC_021793,11703,Cellulophaga baltica
NC_021794,71443,Cellulophaga baltica
NC_021795,38776,Cellulophaga baltica
NC_021796,72534,Cellulophaga baltica NN016038
NC_021797,6453,Cellulophaga baltica
NC_021798,145343,Cellulophaga baltica
NC_021799,57447,Cellulophaga baltica
NC_021800,34844,Cellulophaga baltica
NC_021801,42902,Staphylococcus aureus
NC_021802,53664,Cellulophaga baltica
NC_021803,72369,Cellulophaga baltica
NC_021804,28760,Cellulophaga baltica
NC_021805,6478,Cellulophaga baltica
NC_021806,100418,Cellulophaga baltica
NC_021851,6277,Solanum lycopersicum
NC_021852,29631,Lactococcus
NC_021853,32337,Lactococcus
NC_021854,28674,Lactococcus
NC_021855,32382,Lactococcus
NC_021856,155631,Bacillus subtilis
NC_021857,41475,Shigella
NC_021858,1908524,Acanthamoeba
NC_021860,31090,Lactococcus
NC_021861,30910,Lactococcus lactis
NC_021862,8576,Ralstonia solanacearum
NC_021863,42652,Staphylococcus aureus
NC_021864,55282,Candidatus Puniceispirillum marinum IMCC1322
NC_021865,41294,Paenibacillus larvae
NC_021866,7219,Ralstonia solanacearum
NC_021867,46978,Flavobacterium psychrophilum
NC_021868,58305,Streptococcus pneumoniae D39
NC_021873,1712,Ustilaginoidea virens
NC_021874,1352,Ustilaginoidea virens
NC_021772,72394,Salmonella enterica
NC_021773,43458,Staphylococcus aureus
NC_021774,29742,Salmonella enterica
NC_021775,42215,Salmonella enterica
NC_021776,42313,Vibrio parahaemolyticus
NC_021777,43447,Salmonella
NC_021779,59746,Salmonella enterica
NC_021780,59454,Salmonella enterica
NC_021781,135281,Listeria
NC_021782,72098,Salmonella enterica
NC_021735,7038,Arctium lappa
NC_021736,4315,Arctium lappa
NC_021719,2766,Ipomoea batatas
NC_021720,358,Diospyros virginiana
NC_016660,2740,Eclipta prostrata
NC_021705,4195,Paspalum setaceum
NC_021706,10770,Sclerotinia sclerotiorum
NC_021625,3296,Gallus gallus
NC_021626,2769,Gallus gallus
NC_021627,990,Gallus gallus
NC_021628,1068,Gallus gallus
NC_021629,706,Gallus gallus
NC_021630,2174,Gallus gallus
NC_021631,2246,Gallus gallus
NC_021632,1791,Gallus gallus
NC_021633,1309,Gallus gallus
NC_021634,678,Gallus gallus
NC_021635,1314,Gallus gallus
NC_021579,2669,Solanum lycopersicum
NC_021580,3014,Gallus gallus
NC_021581,2364,Gallus gallus
NC_021582,825,Gallus gallus
NC_021583,1295,Gallus gallus
NC_021584,1012,Gallus gallus
NC_021585,1052,Gallus gallus
NC_021586,801,Gallus gallus
NC_021587,678,Gallus gallus
NC_021588,1267,Gallus gallus
NC_021589,2352,Gallus gallus
NC_021590,3526,Gallus gallus
NC_021556,39981,Mycobacterium tuberculosis
NC_021562,8555,Vibrio cholerae
NC_021563,42724,Serratia
NC_021564,5983,Citrus
NC_021565,5329,Rosellinia necatrix
NC_021566,10985,Nilaparvata lugens
NC_021567,10600,Nilaparvata lugens
NC_021568,1832,Homo sapiens
NC_021569,7069,Stenotrophomonas maltophilia
NC_021557,37378,Agrobacterium tumefaciens
NC_021558,37644,Paenibacillus glucanolyticus
NC_021559,179063,Prochlorococcus marinus
NC_021560,53102,Agrobacterium tumefaciens
NC_021561,37324,Vibrio sp. YD38
NC_021529,247511,Vibrio natriegens
NC_021530,171407,Synechococcus sp. WH 7803
NC_021531,223989,Cronobacter sakazakii
NC_021532,103910,Alteromonas macleodii str. 'Balearic Sea AD45'
NC_021533,45942,Mycolicibacterium smegmatis
NC_021534,47552,Vibrio sp. YD38
NC_021535,50679,Mycolicibacterium smegmatis MC2 155
NC_021536,171797,Synechococcus sp. WH 7803
NC_021537,39784,Halorubrum
NC_021538,59626,Mycolicibacterium smegmatis MC2 155
NC_021539,38275,Listeria
NC_021540,69278,Vibrio cholerae
NC_021482,7537,Hylomyscus
NC_021480,1060,Vitis
NC_021481,5736,Poa cookii
NC_021483,7286,Homo sapiens
NC_021484,5612,Triticum aestivum
NC_021471,32189,Haloarcula sinaiiensis
NC_021472,7583,Felis catus
NC_021316,42185,Acinetobacter baumannii
NC_021317,21248,Salmonella enterica subsp. enterica serovar Gallinarum
NC_021318,51214,Mycobacterium tuberculosis
NC_021319,54291,Haloarcula californiae
NC_021322,49107,Haloarcula hispanica
NC_021323,45572,Staphylococcus aureus
NC_021324,53369,Mycolicibacterium smegmatis MC2 155
NC_021325,39108,Clostridium perfringens
NC_021326,45242,Staphylococcus aureus
NC_021327,102105,Haloarcula californiae
NC_021328,143855,Halogranum sp. SS5-1
NC_021329,35722,Halorubrum sp. s5a-3
NC_021330,103257,Haloarcula californiae
NC_021331,51821,Shigella flexneri
NC_021332,41392,Staphylococcus aureus
NC_021334,53359,Mycolicibacterium smegmatis MC2 155
NC_021336,27190,Bacillus mycoides
NC_021337,31185,Acinetobacter baumannii
NC_021338,46639,Mycobacterium tuberculosis
NC_021339,51077,Streptomyces lividans
NC_021340,52643,Haloarcula hispanica
NC_021341,2754,Solanum lycopersicum
NC_021342,43378,Edwardsiella ictaluri
NC_021343,35430,Burkholderia pseudomallei
NC_021344,176227,Escherichia coli BL21(DE3)
NC_021345,1224,Capsicum
NC_021346,157482,Mycolicibacterium smegmatis MC2 155
NC_021347,142563,Rhodococcus hoagii
NC_021348,156558,Mycolicibacterium smegmatis MC2 155
NC_021349,154872,Mycolicibacterium smegmatis MC2 155
NC_021297,52057,Mycolicibacterium smegmatis MC2 155
NC_021298,51252,Streptomyces lividans
NC_021299,80955,Mycolicibacterium smegmatis MC2 155
NC_021300,43882,Pseudoalteromonas marina
NC_021301,56279,Mycolicibacterium smegmatis MC2 155
NC_021302,47109,Mycolicibacterium smegmatis MC2 155
NC_021304,51552,Streptomyces lividans
NC_021305,76179,Mycolicibacterium smegmatis MC2 155
NC_021306,75736,Mycolicibacterium smegmatis MC2 155
NC_021307,49894,Mycolicibacterium smegmatis MC2 155
NC_021308,52617,Mycolicibacterium smegmatis MC2 155
NC_021309,74711,Mycolicibacterium smegmatis MC2 155
NC_021310,68598,Mycolicibacterium smegmatis MC2 155
NC_021311,76479,Mycolicibacterium smegmatis MC2 155
NC_021312,459984,Phaeocystis globosa
NC_021242,6341,Amblyomma americanum
NC_021243,3313,Amblyomma americanum
NC_021244,1876,Amblyomma americanum
NC_021245,2742,Malvastrum coromandelianum
NC_021246,281182,Mythimna separata
NC_021247,228750,Adoxophyes honmai
NC_021248,307691,Choristoneura biennis
NC_021249,282895,Choristoneura rosaceana
NC_021221,45781,Gallus gallus
NC_021222,2026,Cryphonectria parasitica
NC_021223,1762,Cryphonectria parasitica
NC_021201,9075,Meleagris gallopavo
NC_021202,2739,Oxalis corniculata
NC_021203,2539,Sus scrofa
NC_021204,2495,Sus scrofa
NC_021205,2744,Oxalis corniculata
NC_021206,1798,Rhinolophus ferrumequinum
NC_021197,9868,Diuris corymbosa
NC_021178,8785,Canis lupus familiaris
NC_021153,8879,Peromyscus maniculatus
NC_021154,11279,Neotoma lepida
NC_021168,34391,Papio anubis
NC_021147,2430,Anethum graveolens
NC_021148,2354,Anethum graveolens
NC_021094,2435,Trifolium repens
NC_021095,2348,Trifolium repens
NC_021096,2430,Trifolium pratense
NC_021097,2353,Trifolium pratense
NC_021098,2431,Medicago lupulina
NC_021099,2349,Medicago lupulina
NC_021065,9718,Helianthus annuus
NC_021069,10865,Culex tritaeniorhynchus
NC_021074,2517,Acheta domesticus
NC_021067,135982,Vibrio splendidus
NC_021068,57611,Aliivibrio fischeri
NC_021070,33277,Vibrio splendidus
NC_021072,178807,Synechococcus sp. WH 7803
NC_021073,107218,Vibrio splendidus
NC_021061,41491,Mycolicibacterium smegmatis MC2 155
NC_021062,40192,Pseudomonas fluorescens
NC_021063,47724,Mycobacterium avium
NC_020996,8397,Prunus avium
NC_020997,5142,Ustilaginoidea virens
NC_020998,28072,Haloarcula hispanica ATCC 33960
NC_020999,9314,Rosa
NC_020899,20070,Culex
NC_020900,19979,Uranotaenia chorleyi
NC_020901,20074,Culex nebulosus
NC_020902,11197,Equus caballus
NC_020903,4655,Phaffia rhodozyma
NC_020904,2063,Canis lupus familiaris
NC_020896,10081,Ipomoea batatas
NC_020897,3486,Oxalis tuberosa
NC_020898,7253,Oxalis tuberosa
NC_020889,1335,Tagetes patula
NC_020870,25865,Leuconostoc pseudomesenteroides
NC_020871,133057,Listeria monocytogenes
NC_020873,158621,Bacillus cereus
NC_020876,53028,Mycolicibacterium smegmatis
NC_020877,131332,Staphylococcus aureus
NC_020879,161978,Aeromonas sp.
NC_020880,26769,Leuconostoc pseudomesenteroides
NC_020881,3230,Miniopterus fuliginosus
NC_020883,50861,Bacillus subtilis subsp. natto
NC_020835,47325,Prochlorococcus marinus
NC_020837,198013,Synechococcus sp. WH 7803
NC_020838,45728,Synechococcus sp. WH 7803
NC_020839,39573,Rhodobacter
NC_020841,40803,Psychrobacter sp. OW20
NC_020842,79114,Cellulophaga sp. MM#3
NC_020843,126434,Vibrio
NC_020844,40695,Salicola
NC_020845,180977,Prochlorococcus
NC_020846,46917,Vibrio sp. YD21
NC_020847,38327,Prochlorococcus
NC_020848,76705,Vibrio parahaemolyticus
NC_020849,76802,Pseudoalteromonas sp. YD6
NC_020850,38374,Vibrio parahaemolyticus
NC_020851,208007,Synechococcus sp. WH 7803
NC_020852,186468,Ostreococcus sp. 'lucimarinus'
NC_020853,56958,Loktanella
NC_020854,40658,Synechococcus sp. WH 7803
NC_020856,40931,Sulfitobacter sp. CB2047
NC_020858,40929,Sulfitobacter sp. CB2047
NC_020859,175430,Synechococcus sp. WH 7803
NC_020860,44557,Cellulophaga sp. MM#3
NC_020862,74485,Sulfitobacter sp. CB2047
NC_020863,129155,Vibrio natriegens
NC_020864,205622,Micromonas pusilla
NC_020865,45730,Synechococcus sp. WH 7803
NC_020866,40231,Rhodovulum
NC_020867,44892,Synechococcus sp. WH 8101
NC_020868,76718,Vibrio parahaemolyticus
NC_020869,26407,Tetraselmis
NC_020872,46997,Prochlorococcus marinus subsp. marinus str. CCMP1375
NC_020874,46198,Prochlorococcus marinus
NC_020875,182801,Synechococcus sp. WH 8018
NC_020878,44945,Prochlorococcus marinus subsp. pastoris str. CCMP1986
NC_020803,11487,Perca fluviatilis
NC_020804,13298,Culicoides brevitarsis
NC_020805,11120,Homo sapiens
NC_020806,11088,Phlebotomus papatasi
NC_020807,12016,Eidolon helvum
NC_020810,11976,Homo sapiens
NC_020498,2912,Homo sapiens
NC_020499,5413,Canis lupus familiaris
NC_020500,7551,Equus ferus
NC_020501,7619,Equus ferus
NC_020502,1364,Triticum aestivum
NC_020489,40489,Rhodobacter capsulatus SB 1003
NC_020490,44714,Staphylococcus hominis
NC_020477,49458,Bacillus pumilus BL8
NC_020478,49259,Bacillus pumilus BL8
NC_020479,49425,Bacillus pumilus BL8
NC_020480,50161,Bacillus pumilus BL8
NC_020481,34892,Candidatus Pelagibacter ubique HTCC1062
NC_020482,39921,Candidatus Pelagibacter ubique HTCC1062
NC_020483,42084,Candidatus Pelagibacter ubique HTCC1062
NC_020484,147284,Candidatus Pelagibacter ubique HTCC1062
NC_020486,171211,Synechococcus sp. WH 7803
NC_020488,38682,Vibrio vulnificus
NC_020469,3966,Furcraea
NC_020470,6337,Solanum phureja
NC_020471,6226,Solanum tuberosum
NC_020472,2351,Amphibola crenata
NC_020473,2743,Corchorus olitorius
NC_020474,180421,Elephas maximus
NC_020475,1390,Corchorus olitorius
NC_020414,43931,Salmonella enterica subsp. enterica serovar Typhimurium
NC_020415,3971,Rosa rugosa
NC_020416,160221,Salmonella enterica
NC_018714,9266,Malus domestica
NC_020252,22786,Gentiana triflora
NC_020254,2664,Sida urens
NC_020255,2690,Sida urens
NC_020256,2649,Sida urens
NC_020257,2685,Solanum lycopersicum
NC_020231,233501,Cavia porcellus
NC_020234,1985,Rosellinia necatrix
NC_020235,1828,Rosellinia necatrix
NC_020236,2748,Piperaceae
NC_016989,30578,Haloarcula hispanica
NC_019782,36566,Lactobacillus
NC_019925,152427,Dickeya solani
NC_020077,76107,Sulfolobus
NC_020078,41796,Cronobacter sakazakii
NC_020079,147737,Escherichia coli
NC_020080,174413,Klebsiella pneumoniae
NC_020081,149844,Bacillus pumilus
NC_020082,42746,Edwardsiella
NC_020084,7519,Equus caballus
NC_020085,7554,Equus caballus
NC_020198,36947,Pseudomonas
NC_020199,47252,Staphylococcus
NC_020200,36429,Pseudomonas
NC_020201,142349,Pectobacterium atrosepticum SCRI1043
NC_020202,37740,Pseudomonas
NC_020203,37095,Pseudomonas
NC_020204,48814,Klebsiella pneumoniae
NC_020205,42963,Xanthomonas citri
NC_020206,1719,Blattodea
NC_020197,45606,Streptococcus thermophilus
NC_020160,342,Dahlia pinnata
NC_020158,102319,Haloarcula vallismortis
NC_020099,1670,Acartia tonsa
NC_020100,2796,Aspergillus foetidus
NC_020101,2466,Aspergillus foetidus
NC_020102,2005,Aspergillus foetidus
NC_020103,3588,Aspergillus foetidus
NC_020104,1021348,Acanthamoeba polyphaga
NC_020105,9796,Brugmansia suaveolens
NC_020106,4776,Homo sapiens
NC_020083,157834,Serratia sp.
NC_020072,9621,Nicotiana tabacum
NC_020073,4772,Piperaceae
NC_020074,30024,Bos taurus
NC_020065,4899,Chaerephon
NC_020066,4914,Otomops martiensseni
NC_020067,5372,Cardioderma cor
NC_020068,5294,Eidolon helvum
NC_020069,5213,Miniopterus africanus
NC_020070,5136,Pteronotus davyi
NC_020071,5176,Otomops martiensseni
NC_019945,132978,Thysanoplusia orichalcea
NC_019519,69391,Agrobacterium sp. H13-3
NC_019521,219372,Sphingomonas paucimobilis
NC_019704,44375,Escherichia coli
NC_019946,2574,Solanum lycopersicum
NC_019947,2547,Solanum lycopersicum
NC_019909,168809,Yersinia enterocolitica
NC_019910,159624,Salmonella
NC_019911,42406,Yersinia
NC_019912,36932,Bacillus thuringiensis serovar tenebrionis
NC_019913,91715,Pseudomonas aeruginosa PA1
NC_019914,40071,Staphylococcus hominis
NC_019915,40917,Staphylococcus capitis
NC_019916,38002,Lactobacillus plantarum
NC_019917,62952,Burkholderia cenocepacia
NC_019918,92777,Pseudomonas aeruginosa
NC_019919,122696,Yersinia enterocolitica
NC_019921,42461,Staphylococcus
NC_019923,42689,Pseudomonas
NC_019924,47595,Clostridium sporogenes
NC_019926,45554,Erwinia
NC_019927,47611,Cronobacter sakazakii
NC_019928,26215,Helicobacter pylori
NC_019929,243050,Erwinia amylovora
NC_019930,49219,Tetrasphaera jenkinsii
NC_019931,26449,Helicobacter pylori
NC_019932,29564,Erwinia amylovora
NC_019933,43870,Xanthomonas citri
NC_019934,39012,Cronobacter sakazakii
NC_019935,64144,Pseudomonas aeruginosa
NC_019850,5140,Piliocolobus rufomitratus
NC_019851,5087,Macaca fascicularis
NC_019853,5273,Ateles paniscus
NC_019854,5013,Cebus albifrons
NC_019855,5333,Pan troglodytes verus
NC_019856,5349,Pan troglodytes verus
NC_019857,4994,Pan troglodytes verus
NC_019858,4970,Pan troglodytes schweinfurthii
NC_019843,30119,Homo sapiens
NC_019844,5157,Chlorocebus pygerythrus
NC_019813,44030,Pseudomonas aeruginosa
NC_019705,38759,Escherichia coli
NC_019706,42780,Escherichia coli
NC_019708,37595,Escherichia coli
NC_019709,41567,Escherichia coli
NC_019710,40710,Escherichia coli
NC_019711,47288,Escherichia coli
NC_019712,8427,Mustela lutreola
NC_019713,78751,Vibrio parahaemolyticus
NC_019714,39026,Escherichia coli
NC_019715,39578,Escherichia coli
NC_019716,44510,Escherichia coli
NC_019717,45366,Escherichia coli
NC_019718,45805,Escherichia coli
NC_019719,41528,Escherichia coli
NC_019720,44120,Escherichia coli
NC_019721,40029,Escherichia coli
NC_019722,41351,Vibrio parahaemolyticus
NC_019723,47090,Escherichia coli
NC_019724,43741,Escherichia coli
NC_019725,50552,Escherichia
NC_019726,141836,Staphylococcus aureus
NC_019767,40155,Escherichia coli
NC_019768,41468,Escherichia coli
NC_019769,38964,Escherichia coli
NC_019568,2632,Phaseolus vulgaris
NC_019569,2647,Phaseolus vulgaris
NC_019559,202949,Rattus
NC_019491,291144,Cyprinus carpio
NC_019492,5990,Chrysodeixis includens
NC_019494,6460,Sus scrofa
NC_019495,290304,Carassius auratus
NC_019496,39188,Clostridium perfringens
NC_019499,1350,Solanum lycopersicum
NC_019500,168066,Escherichia coli
NC_019501,39646,Escherichia coli
NC_019502,44401,Bacillus thuringiensis
NC_019503,166499,Escherichia coli
NC_019504,56621,Erwinia amylovora
NC_019505,166452,Escherichia coli
NC_019506,38329,Clostridium perfringens
NC_019507,182833,Campylobacter sp.
NC_019508,38309,Clostridium perfringens
NC_019509,49116,Cronobacter sakazakii
NC_019510,39282,Erwinia amylovora
NC_019511,136326,Staphylococcus aureus
NC_019512,26836,Helicobacter pylori
NC_019513,45552,Staphylococcus aureus
NC_019514,74669,Erwinia amylovora
NC_019515,93839,Bacillus cereus
NC_019516,161440,Synechococcus sp. WH 8102
NC_019517,136947,Escherichia coli
NC_019518,44485,Vibrio cholerae
NC_019520,42608,Escherichia sp.
NC_019522,48454,Pectobacterium carotovorum
NC_019523,18919,Clostridium perfringens
NC_019524,60496,Enterobacter cancerogenus
NC_019525,45354,Bdellovibrio bacteriovorus
NC_019526,345809,Klebsiella sp.
NC_019527,43551,Aeromonas salmonicida
NC_019528,41572,Aeromonas salmonicida subsp. salmonicida
NC_019529,111506,Vibrio parahaemolyticus
NC_019530,157785,Salmonella enterica subsp. enterica serovar Typhimurium
NC_019531,15048,Anas rubripes
NC_019532,1335,Malva parviflora
NC_019538,231743,Aeromonas hydrophila
NC_019539,42391,Salmonella enterica subsp. enterica serovar Enteritidis
NC_019540,49390,Salinivibrio costicola
NC_019541,45364,Acinetobacter baumannii
NC_019542,44400,Pectobacterium
NC_019543,160646,Aeromonas salmonicida
NC_019545,47355,Salmonella enterica subsp. enterica serovar Typhimurium
NC_019546,1389,Parthenium hysterophorus
NC_019547,1378,Papaver somniferum
NC_019548,7288,Ralstonia solanacearum
NC_019549,40048,Liberibacter
NC_019550,38997,Liberibacter
NC_017674,66275,Pseudomonas aeruginosa
NC_019442,60523,Escherichia coli O103:H25 str. NIPH-11060424
NC_019443,172879,Synechococcus
NC_019444,176043,Synechococcus
NC_019445,44784,Escherichia coli O103:H25 str. NIPH-11060424
NC_019446,41148,Brucella abortus 544
NC_019447,38253,Brucella melitensis bv. 1 str. 16M
NC_019448,139806,Staphylococcus aureus
NC_019449,31841,Lactobacillus delbrueckii subsp. bulgaricus
NC_019450,93017,Pseudomonas aeruginosa
NC_019451,66116,Pseudomonas aeruginosa
NC_019452,156628,Escherichia coli O157:H7
NC_019454,44546,Pantoea agglomerans
NC_019455,37151,Glaesserella parasuis
NC_019456,49433,Lactobacillus delbrueckii subsp. lactis
NC_019457,44492,Vibrio cholerae
NC_019485,59080,Enterobacter cloacae
NC_019486,42606,Lactobacillus sp.
NC_019487,143986,Bacillus
NC_019488,34117,Salmonella enterica subsp. enterica serovar Enteritidis str. LK5
NC_019489,41726,Lactobacillus sp.
NC_019490,49329,Riemerella anatipestifer
NC_019398,178193,Cronobacter sakazakii
NC_019399,167396,Escherichia coli
NC_019400,147940,Cronobacter sakazakii
NC_019401,358663,Cronobacter sakazakii
NC_019402,76631,Cronobacter sakazakii
NC_019403,43731,Escherichia coli
NC_019404,46054,Escherichia coli
NC_019405,215710,Caulobacter vibrioides
NC_019406,279967,Caulobacter vibrioides
